date,halving_era,open,high,low,close,daily_change,daily_pct_change,daily_range,ma_7,ma_30,ma_200,volatility_30d,macd,macd_signal,rsi_14,is_interpolated,move_class,rsi_zone,range_band,trend,close_minmax,close_zscore,pct_zscore,range_pct
2015-12-17,Post-Halving 1 (25 BTC/block),453.98,458.44,447.29,455.53,1.5499999999999543,0.3414247323670546,11.149999999999975,447.2814285714286,380.221,280.87105,3.09781541588541,29.585201920950738,25.33668991133264,71.83132505305127,False,Flat,Overbought,Low,Above 200-MA,0.003633790601628219,-0.6828997011040635,0.0001646331926543868,2.45605533283404
2015-12-18,Post-Halving 1 (25 BTC/block),455.53,466.12,453.46,463.18,7.650000000000034,1.6793625008232245,12.660000000000023,449.1885714285714,384.463,282.07125,3.0982556952067406,30.033604406190648,26.27607281030425,73.39865510731434,False,Rise,Overbought,Low,Above 200-MA,0.0036949063499022786,-0.6826484004695229,0.1990718696137885,2.7791802954799953
2015-12-19,Post-Halving 1 (25 BTC/block),463.18,465.99,452.33,461.2,-1.9800000000000184,-0.4274795975646656,13.660000000000023,453.3185714285714,389.0036666666666,283.24855,3.001940861141885,29.884704878601497,26.9977992239637,72.27770359461087,False,Flat,Overbought,Low,Above 200-MA,0.003679088156231345,-0.6827134429866981,-0.11414609107626189,2.949177425622873
2015-12-20,Post-Halving 1 (25 BTC/block),461.2,462.76,431.1,441.78,-19.420000000000016,-4.210754553339119,31.659999999999968,454.3314285714286,393.02566666666667,284.3295,3.1332810739162635,27.878305478027755,27.173900474776516,62.23795658841983,False,Fall,Neutral,Medium,Above 200-MA,0.003523942034468962,-0.6833513852511137,-0.6765943482494707,6.864700780572414
2015-12-21,Post-Halving 1 (25 BTC/block),441.78,445.54,423.99,437.59,-4.189999999999998,-0.9484358730589882,21.55000000000001,453.70142857142855,396.7886666666666,285.39635000000004,3.1558580328404124,25.654393634523785,26.86999910672597,60.29202410315728,False,Flat,Neutral,Medium,Above 200-MA,0.003490468180185523,-0.6834890257293784,-0.19159511411594396,4.8779935714609115
2015-12-22,Post-Halving 1 (25 BTC/block),437.59,443.22,433.25,437.03,-0.5600000000000023,-0.127973673987066,9.970000000000027,450.0414285714286,400.597,286.45505,3.1486909995600696,23.574982433664275,26.21099577211363,60.021913912241615,False,Flat,Neutral,Low,Above 200-MA,0.0034859943476321276,-0.683507421592822,-0.0696194344894452,2.2783884458054406
2015-12-23,Post-Halving 1 (25 BTC/block),437.03,444.78,434.28,442.43,5.400000000000034,1.2356131158044148,10.5,448.39142857142855,404.6073333333333,287.5435,3.139680006466833,22.107922576196927,25.39038113293029,61.79914775214867,False,Rise,Neutral,Low,Above 200-MA,0.0035291348758255815,-0.6833300329096168,0.1331009657955062,2.402581058508569
2015-12-24,Post-Halving 1 (25 BTC/block),442.43,460.62,441.76,452.98,10.550000000000011,2.384558009176595,18.860000000000014,448.0271428571429,409.095,288.69105,3.1176497084481958,21.54817000893684,24.621938908131604,65.06658325194718,False,Rise,Neutral,Medium,Above 200-MA,0.003613418685536866,-0.6829834679822437,0.30391119249576376,4.262821237257874
2015-12-25,Post-Halving 1 (25 BTC/block),452.98,457.44,449.52,454.05,1.0699999999999932,0.2362135193606766,7.920000000000016,446.7228571428572,413.3126666666666,289.81845,3.1066979203115728,20.949410362121228,23.88743319892953,65.38991816312759,False,Flat,Neutral,Low,Above 200-MA,0.003621966901308532,-0.6829483187431642,-0.015476805529687427,1.7484215638659577
2015-12-26,Post-Halving 1 (25 BTC/block),454.05,456.48,400.45,415.37,-38.68000000000001,-8.518885585287965,56.03000000000003,440.1757142857143,415.367,290.7475,3.3060371839474665,17.15597291390816,22.54114114192526,48.06920280489398,False,Large Fall,Neutral,High,Above 200-MA,0.003312952895656164,-0.6842189473110115,-1.3170714002530637,12.34005065521419
2015-12-27,Post-Halving 1 (25 BTC/block),415.37,425.51,406.09,422.39,7.019999999999982,1.6900594650552474,19.420000000000016,437.4057142857142,417.4626666666666,291.7155,3.3066639532299327,14.548396874266473,20.942592288393502,50.62539774649021,False,Rise,Neutral,Medium,Above 200-MA,0.0033690355823076537,-0.6839883420228448,0.20066215553264893,4.675349688229775
2015-12-28,Post-Halving 1 (25 BTC/block),422.39,429.85,417.14,421.76,-0.6299999999999955,-0.1491512583157734,12.710000000000036,435.1442857142857,419.6603333333333,292.67490000000004,3.295724190257309,12.289374086806276,19.211948648076056,50.38569975406561,False,Flat,Neutral,Medium,Above 200-MA,0.003364002520685084,-0.6840090373692188,-0.0727678430867743,3.0090674495134913
2015-12-29,Post-Halving 1 (25 BTC/block),421.76,433.56,419.3,431.92,10.160000000000023,2.408952959028837,14.259999999999993,434.4142857142857,421.69633333333337,293.6822,3.2437649907426005,11.189918921852552,17.607542702831356,54.15552159368434,False,Rise,Neutral,Medium,Above 200-MA,0.003445170625582397,-0.6836752838467439,0.3075379172748546,3.3810698027314094
2015-12-30,Post-Halving 1 (25 BTC/block),431.92,435.04,420.77,427.15,-4.770000000000039,-1.1043711798481288,14.27000000000004,432.2314285714286,423.33566666666667,294.65555,3.2470088496914946,9.820489161027185,16.050131994470522,52.1519988869872,False,Fall,Neutral,Medium,Above 200-MA,0.003407063159011513,-0.683831977183575,-0.2147775532885068,3.3038525652898776
2015-12-31,Post-Halving 1 (25 BTC/block),427.15,433.12,417.14,429.95,2.800000000000012,0.6555074329860732,15.980000000000018,428.9414285714286,425.6073333333334,295.63655,3.1212865070682505,8.859021523217848,14.611909900219988,53.24545091481957,False,Flat,Neutral,Medium,Above 200-MA,0.003429432321778489,-0.6837399978663575,0.04685837595163384,3.741074563970507
2016-01-01,Post-Halving 1 (25 BTC/block),429.95,437.95,425.86,433.99,4.0400000000000205,0.9396441446679896,12.089999999999977,426.07571428571424,428.0743333333333,296.6215,3.1144295323016657,8.32705660444168,13.354939241064326,54.848747095611095,False,Flat,Neutral,Low,Above 200-MA,0.0034617078280565544,-0.6836072848515151,0.08910013742881576,2.811954878474236
2016-01-02,Post-Halving 1 (25 BTC/block),433.99,437.43,430.73,433.72,-0.2699999999999818,-0.0622134150556422,6.699999999999989,428.69714285714286,430.5213333333333,297.541,3.1155449890554903,7.79384127942393,12.242719648736248,54.71370998659141,False,Flat,Neutral,Low,Above 200-MA,0.0034595508016468817,-0.6836161542856755,-0.059843052000833064,1.5438143736030756
2016-01-03,Post-Halving 1 (25 BTC/block),433.72,434.14,423.09,430.7,-3.0200000000000387,-0.6963017615051273,11.050000000000011,429.88428571428574,432.82233333333335,298.4576,3.1251386059058475,7.046349599943653,11.20344563897773,53.13784777070257,False,Flat,Neutral,Low,Above 200-MA,0.003435424061805357,-0.6837153605492458,-0.15411108420134978,2.5477266439177373
2016-01-04,Post-Halving 1 (25 BTC/block),430.7,435.26,428.6,433.32,2.6200000000000045,0.6083120501509182,6.659999999999968,431.5357142857143,434.37666666666667,299.382,2.8910010026181228,6.589410539382868,10.280638619058758,54.36582775392385,False,Flat,Neutral,Low,Above 200-MA,0.003456355206965885,-0.6836292941881351,0.03984197848315499,1.5463199442767515
2016-01-05,Post-Halving 1 (25 BTC/block),433.32,435.25,428.87,431.2,-2.1200000000000045,-0.4892458229483994,6.379999999999996,431.43285714285713,435.6373333333333,300.31735000000003,2.884732604247983,5.987200044192662,9.421950904085538,53.15213427636673,False,Flat,Neutral,Low,Above 200-MA,0.003439418555156603,-0.6836989356711711,-0.12332869245346927,1.472352995476783
2016-01-06,Post-Halving 1 (25 BTC/block),431.2,432.11,425.0,430.82,-0.3799999999999954,-0.0881261595547299,7.110000000000014,431.9571428571429,436.8553333333333,301.24655,2.8857600380188364,5.416839114408958,8.620928546150223,52.92406403692143,False,Flat,Neutral,Low,Above 200-MA,0.003436382740209656,-0.6837114185785078,-0.06369542280455728,1.6488868274582593
2016-01-07,Post-Halving 1 (25 BTC/block),430.82,457.54,428.52,457.05,26.230000000000015,6.088389582656334,29.02000000000004,435.8285714285715,438.4013333333333,302.3113,2.9934729365007104,7.000666430226261,8.29687612296543,64.30851132332302,False,Large Rise,Neutral,Medium,Above 200-MA,0.0036459338614160063,-0.6828497694747169,0.8545488378477494,6.7359918295343855
2016-01-08,Post-Halving 1 (25 BTC/block),457.05,462.92,446.51,452.87,-4.180000000000007,-0.9145607701564396,16.410000000000025,438.5257142857144,439.6303333333333,303.33835,2.997857424405885,7.828329809510706,8.203166860274486,61.74589407347693,False,Flat,Neutral,Medium,Above 200-MA,0.003612539896999592,-0.6829870814554202,-0.18655900312432258,3.590416803413199
2016-01-09,Post-Halving 1 (25 BTC/block),452.87,454.55,444.9,448.31,-4.560000000000002,-1.0069114756994286,9.650000000000034,440.61,440.7243333333333,304.3611,3.0067644913115186,8.023811604568209,8.16729580913323,58.98451186155688,False,Fall,Neutral,Low,Above 200-MA,0.003576110117636231,-0.68313687634346,-0.20028850837798912,2.1308543290569113
2016-01-10,Post-Halving 1 (25 BTC/block),448.31,448.88,438.62,446.19,-2.1200000000000045,-0.4728870647543005,10.259999999999993,442.8228571428572,440.603,305.38925,2.60467907134836,7.916410599504275,8.11711876720744,57.69271240161859,False,Flat,Neutral,Low,Above 200-MA,0.003559173465826949,-0.6832065178264962,-0.120896684433078,2.2885949454618437
2016-01-11,Post-Halving 1 (25 BTC/block),446.19,451.08,441.77,447.72,1.5300000000000296,0.3429032474954682,9.310000000000002,444.88,441.11733333333336,306.41505,2.4983243890667723,7.864100289559474,8.066515071677848,58.400792549978085,False,Flat,Neutral,Low,Above 200-MA,0.0035713966154817616,-0.683156257699588,0.00038443964788206563,2.086555055021404
2016-01-12,Post-Halving 1 (25 BTC/block),447.72,448.41,443.14,445.04,-2.680000000000007,-0.5985884034664537,5.270000000000039,446.8571428571428,441.4623333333333,307.4255,2.500713362218649,7.519707878183226,7.957153632978924,56.61342163588661,False,Flat,Neutral,Low,Above 200-MA,0.0035499861311190845,-0.6832442950460675,-0.13958432931997125,1.177074957562771
2016-01-13,Post-Halving 1 (25 BTC/block),445.04,445.04,420.39,432.18,-12.860000000000014,-2.8896278986158577,24.650000000000038,447.0514285714286,441.135,308.33275000000003,2.5405459372316885,6.1383211413137815,7.593387134645896,48.88236256962122,False,Fall,Neutral,Medium,Above 200-MA,0.0034472477621250446,-0.6836667429101451,-0.48018637020388316,5.538827970519512
2016-01-14,Post-Halving 1 (25 BTC/block),432.18,433.74,427.01,429.13,-3.050000000000012,-0.7057244666574138,6.730000000000018,443.0628571428573,440.0176666666667,309.234,2.3810963679415056,4.742780864378233,7.023265880592364,47.234861196858056,False,Flat,Neutral,Low,Above 200-MA,0.0034228813526824458,-0.6837669346663998,-0.1555119298054134,1.5572215280670134
2016-01-15,Post-Halving 1 (25 BTC/block),429.13,430.15,364.71,372.26,-56.870000000000005,-13.252394379325612,65.44,431.5471428571428,437.2936666666667,309.81045,3.35874901483234,-0.9412781088832388,5.430357082697244,28.17013433737173,False,Large Fall,Oversold,High,Above 200-MA,0.002968547678911759,-0.6856351002985994,-2.0207881014293694,15.249458206138
2016-01-16,Post-Halving 1 (25 BTC/block),372.26,386.72,350.39,385.04,12.78000000000003,3.4330844033739942,36.33000000000004,422.5085714285714,434.944,310.41505,3.435245266503511,-4.364386670739009,3.471408332009993,34.562035283621455,False,Rise,Neutral,High,Above 200-MA,0.0030706469289696,-0.6852152804150138,0.45979249901204183,9.759308010530287
2016-01-17,Post-Halving 1 (25 BTC/block),385.04,390.72,377.71,382.47,-2.569999999999993,-0.6674631207147291,13.010000000000048,413.4057142857143,432.2536666666667,311.0393,3.410568384346379,-7.201586977939542,1.336809270020086,33.90857163870635,False,Flat,Neutral,Medium,Above 200-MA,0.0030501152331441966,-0.6852997042883169,-0.14982372908140365,3.3788697278204984
2016-01-18,Post-Halving 1 (25 BTC/block),382.47,387.29,373.21,384.4,1.92999999999995,0.5046147410254268,14.08000000000004,404.36,429.69366666666673,311.6869,3.416217738440932,-9.188435230271068,-0.7682396300381449,34.90394420281967,False,Flat,Neutral,Medium,Above 200-MA,0.0030655339774800046,-0.6852363042589491,0.02442560735682092,3.6813344837503696
2016-01-19,Post-Halving 1 (25 BTC/block),384.4,386.69,375.89,379.46,-4.939999999999998,-1.285119667013527,10.800000000000011,394.99142857142857,427.6163333333333,312.3072,3.349088913289564,-11.03444528289242,-2.821480760609,33.51269722427462,False,Fall,Neutral,Low,Above 200-MA,0.003026068383169697,-0.6853985820543258,-0.24164889433066528,2.8095733610822093
2016-01-20,Post-Halving 1 (25 BTC/block),379.46,425.72,374.05,414.58,35.120000000000005,9.255257471143205,51.670000000000016,392.4771428571429,426.8493333333333,313.07735,3.786157400163384,-9.553405349386196,-4.167865678364439,49.05851495579751,False,Large Rise,Neutral,High,Above 200-MA,0.003306641596161196,-0.6842448986183692,1.325357686107265,13.616718494703003
2016-01-21,Post-Halving 1 (25 BTC/block),414.58,423.42,403.86,410.24,-4.339999999999975,-1.046842587679091,19.56,389.77857142857147,425.9563333333333,313.77785,3.790037467315564,-8.63038653710197,-5.060369850111946,47.57803919319116,False,Fall,Neutral,Medium,Above 200-MA,0.003271969393872383,-0.6843874665600563,-0.20622494826208204,4.718027883641275
2016-01-22,Post-Halving 1 (25 BTC/block),410.24,411.49,374.9,382.65,-27.590000000000032,-6.725331513260538,36.59000000000003,391.2628571428572,423.9636666666667,314.3457,3.9651380585887233,-10.00978334756752,-6.050252549603061,39.43144239296196,False,Large Fall,Neutral,High,Above 200-MA,0.003051553250750645,-0.6852937913322101,-1.0504290404589325,8.919169266770679
2016-01-23,Post-Halving 1 (25 BTC/block),382.65,395.43,380.27,388.61,5.960000000000036,1.5575591271396934,15.160000000000023,391.7728571428571,421.818,314.9577,3.9479186624657374,-10.500994143829018,-6.940400868448252,41.75167931899354,False,Rise,Neutral,Medium,Above 200-MA,0.003099167611497494,-0.6850980067855614,0.18096372361674576,3.961845028093564
2016-01-24,Post-Halving 1 (25 BTC/block),388.61,405.4,385.53,402.13,13.519999999999982,3.4790664162013285,19.870000000000005,394.58142857142855,420.0873333333333,315.62515,4.010734416677809,-9.687657939830672,-7.489852282724737,46.73629406741233,False,Rise,Neutral,Medium,Above 200-MA,0.0032071787117151774,-0.6846538780824256,0.4666285083632987,5.1130953912663095
2016-01-25,Post-Halving 1 (25 BTC/block),402.13,403.78,386.85,392.76,-9.370000000000005,-2.330092258722305,16.92999999999995,395.7757142857144,419.33366666666666,316.24325,3.723556487489552,-9.687492447355282,-7.929380315650846,43.93046280179686,False,Fall,Neutral,Medium,Above 200-MA,0.003132321906312833,-0.6849616802975428,-0.3970018675802819,4.210081316987031
2016-01-26,Post-Halving 1 (25 BTC/block),392.76,397.74,387.9,389.78,-2.980000000000018,-0.7587330685405892,9.840000000000032,397.25,418.2466666666666,316.77405000000005,3.70938182284962,-9.814684811400468,-8.30644121480077,43.04535747705484,False,Flat,Neutral,Low,Above 200-MA,0.0031085147259394086,-0.685059572570867,-0.1633925612934511,2.505346776657509
2016-01-27,Post-Halving 1 (25 BTC/block),389.78,397.37,389.35,395.02,5.240000000000009,1.344348093796503,8.019999999999982,394.4557142857143,417.3553333333333,317.2893,3.720080728263952,-9.38448299050816,-8.522049569942249,45.13848959285575,False,Rise,Neutral,Low,Above 200-MA,0.0031503770162604637,-0.6848874398486458,0.14926627219811683,2.0575709374518913
2016-01-28,Post-Halving 1 (25 BTC/block),395.02,395.42,376.71,379.69,-15.329999999999984,-3.880816161207024,18.71000000000004,390.0914285714285,415.6143333333333,317.63555,3.7480696124747785,-10.163390589632286,-8.850317773880256,40.45436487971227,False,Fall,Neutral,Medium,Above 200-MA,0.0030279058501112704,-0.6853910266104115,-0.6275433869002341,4.736469039542312
2016-01-29,Post-Halving 1 (25 BTC/block),379.69,385.75,363.49,380.29,0.6000000000000227,0.1580236508730866,22.25999999999999,389.7542857142857,414.0523333333333,318.08525000000003,3.7464975918392183,-10.609960468266536,-9.202246312757511,40.71368110506143,False,Flat,Neutral,Medium,Above 200-MA,0.0030326992421327655,-0.685371316756722,-0.02710106117421141,5.862677447391291
2016-01-30,Post-Halving 1 (25 BTC/block),380.29,381.75,375.04,377.76,-2.5300000000000296,-0.6652817586578741,6.70999999999998,388.2042857142857,412.3126666666666,318.53925,3.742435895585251,-11.040749285222034,-9.56994690725042,39.92414973667133,False,Flat,Neutral,Low,Above 200-MA,0.003012487105775462,-0.6854544266397793,-0.14949943245969782,1.7644429251360751
2016-01-31,Post-Halving 1 (25 BTC/block),377.76,380.54,366.88,369.84,-7.920000000000016,-2.0965692503176663,13.660000000000023,383.5914285714285,410.1743333333333,318.97135000000003,3.747105576066279,-11.88423625821872,-10.03280477744408,37.47423410854221,False,Fall,Neutral,Medium,Above 200-MA,0.00294921433109173,-0.6857145967084801,-0.36228469512456046,3.6160525201185996
2016-02-01,Post-Halving 1 (25 BTC/block),369.84,379.78,365.27,372.18,2.340000000000032,0.632706035042189,14.509999999999993,380.6514285714285,408.123,319.4493,3.7518074704988416,-12.222988316740668,-10.470841485303398,38.671669131778806,False,Flat,Neutral,Medium,Above 200-MA,0.00296790855997556,-0.6856377282790912,0.04346855980436279,3.923318191650442
2016-02-02,Post-Halving 1 (25 BTC/block),372.18,376.63,371.4,373.92,1.740000000000009,0.467515718200873,5.230000000000018,378.38571428571424,406.2303333333333,319.92080000000004,3.755069465851309,-12.210295618240934,-10.818732311890903,39.59799200290758,False,Flat,Neutral,Low,Above 200-MA,0.002981809396837895,-0.6855805697033919,0.018910205760473565,1.4052340265462997
2016-02-03,Post-Halving 1 (25 BTC/block),373.92,375.89,366.2,368.02,-5.900000000000034,-1.577877620881481,9.689999999999998,374.5285714285714,404.0536666666667,320.39065,3.756038232530603,-12.531857798980582,-11.161357409308842,37.52811093393221,False,Fall,Neutral,Low,Above 200-MA,0.0029346743752931954,-0.6857743832646715,-0.28517235029182963,2.5914634146341453
2016-02-04,Post-Halving 1 (25 BTC/block),368.02,391.83,368.02,390.65,22.629999999999995,6.149122330308134,23.81,376.0942857142857,402.70200000000006,320.978,3.9457948712658433,-10.83573862093914,-11.096233651634902,48.62163929535903,False,Large Rise,Neutral,Medium,Above 200-MA,0.0031154651443705762,-0.6850309932830173,0.8635777951583878,6.469757078419651
2016-02-05,Post-Halving 1 (25 BTC/block),390.65,391.15,384.48,386.46,-4.189999999999998,-1.0725713554332517,6.669999999999959,376.9757142857143,401.2233333333333,321.5219,3.9484804104479743,-9.717631132491476,-10.82051314780622,46.958926007930856,False,Fall,Neutral,Low,Above 200-MA,0.003081991290087137,-0.6851686337612821,-0.21004996778926563,1.707410725713544
2016-02-06,Post-Halving 1 (25 BTC/block),386.46,386.46,372.87,376.68,-9.779999999999973,-2.530662940537177,13.589999999999977,376.82142857142856,398.5443333333333,322.02985,3.77870530742789,-9.511049697012597,-10.558620457647494,43.241849135895926,False,Fall,Neutral,Medium,Above 200-MA,0.0030038590001367715,-0.6854899043764203,-0.4268201154595784,3.516534699580805
2016-02-07,Post-Halving 1 (25 BTC/block),376.68,382.61,375.28,377.94,1.259999999999991,0.33450143357757,7.330000000000041,377.9785714285714,396.0466666666667,322.53725,3.781678519075443,-9.140297293751246,-10.274955824868243,43.85842195653277,False,Flat,Neutral,Low,Above 200-MA,0.0030139251233819104,-0.6854485136836724,-0.0008646330868401965,1.945948815971127
2016-02-08,Post-Halving 1 (25 BTC/block),377.94,380.92,372.1,372.63,-5.310000000000002,-1.4049849182409913,8.819999999999993,378.0428571428571,393.524,323.0228,3.784106622654873,-9.169248575597804,-10.053814375014158,41.79771002119741,False,Fall,Neutral,Low,Above 200-MA,0.002971503603991681,-0.6856229458888241,-0.25946890541540424,2.3337037625019827
2016-02-09,Post-Halving 1 (25 BTC/block),372.63,377.59,371.42,375.32,2.6899999999999977,0.7218957142473762,6.169999999999959,378.2428571428572,391.1616666666666,323.45755,3.791155367603508,-8.872851447977837,-9.817621789606894,43.252347026006845,False,Flat,Neutral,Low,Above 200-MA,0.002992993978221383,-0.6855345800447831,0.05672812465576973,1.6557979765450874
2016-02-10,Post-Halving 1 (25 BTC/block),375.32,385.38,374.09,381.88,6.560000000000002,1.7478418416284776,11.29000000000002,380.2228571428572,388.967,323.92325,3.810600219384208,-8.01621151667473,-9.457339735020462,46.74768589792418,False,Rise,Neutral,Medium,Above 200-MA,0.0030454017309897267,-0.6853190856444449,0.20925248993309606,3.0080997548758446
2016-02-11,Post-Halving 1 (25 BTC/block),381.88,383.23,372.75,379.45,-2.430000000000007,-0.6363255472923449,10.480000000000018,378.6228571428572,386.78066666666666,324.36165,3.810654876657175,-7.447548191389558,-9.055381426294282,45.62658055497015,False,Flat,Neutral,Low,Above 200-MA,0.0030259884933026724,-0.6853989105518873,-0.14519459847135055,2.7443175866764475
2016-02-12,Post-Halving 1 (25 BTC/block),379.45,386.4,379.32,384.04,4.590000000000032,1.209645539596793,7.079999999999984,378.2771428571429,385.176,324.8168,3.7939150947655143,-6.55098805686265,-8.554502752407956,48.15575038901794,False,Rise,Neutral,Low,Above 200-MA,0.0030626579422671084,-0.6852481301711628,0.12924044332443999,1.8658584793780428
2016-02-13,Post-Halving 1 (25 BTC/block),384.04,392.57,383.31,390.1,6.060000000000002,1.577960629101136,9.259999999999993,380.19428571428574,383.875,325.2988,3.808818831722133,-5.290480965061022,-7.9016983949385695,51.37180989114465,False,Rise,Neutral,Low,Above 200-MA,0.003111071201684206,-0.6850490606488994,0.1839967543523034,2.4112071659202146
2016-02-14,Post-Halving 1 (25 BTC/block),390.1,405.93,390.06,405.5,15.399999999999975,3.947705716482947,15.870000000000005,384.13142857142856,384.983,325.88445,2.9898681528126216,-3.014123773876804,-6.924183470726216,58.42920722695141,False,Rise,Neutral,Medium,Above 200-MA,0.003234101596902574,-0.6845431744042031,0.5362997219989758,4.068187644193797
2016-02-15,Post-Halving 1 (25 BTC/block),405.5,410.85,396.56,401.07,-4.430000000000007,-1.0924784217016046,14.29000000000002,388.19428571428574,385.5173333333333,326.4547,2.9415818613755,-1.5496943645571832,-5.84928564949241,55.91526917329914,False,Fall,Neutral,Medium,Above 200-MA,0.0031987103858105367,-0.6846886988239437,-0.21300949223804433,3.5240443896424214
2016-02-16,Post-Halving 1 (25 BTC/block),401.07,409.75,398.0,406.42,5.350000000000023,1.33393173261526,11.75,392.63714285714286,386.3156666666666,327.06815,2.944458165386329,0.0420915756739646,-4.671010204459136,58.25142075085046,False,Rise,Neutral,Low,Above 200-MA,0.003241451464668866,-0.6845129526285461,0.1477177027018568,2.9296631510708853
2016-02-17,Post-Halving 1 (25 BTC/block),406.42,421.45,405.05,417.14,10.71999999999997,2.637665469219027,16.399999999999977,397.6742857142857,387.407,327.7515,2.976549244105177,2.143894331402862,-3.3080292972867364,62.535508462881424,False,Rise,Neutral,Medium,Above 200-MA,0.003327093402119574,-0.6841608032426276,0.3415399272408073,4.035234486491801
2016-02-18,Post-Halving 1 (25 BTC/block),417.14,425.51,414.78,421.4,4.259999999999991,1.021239871505967,10.730000000000018,403.6671428571429,388.805,328.4517,2.9635511998621347,4.106003107755669,-1.8252228162782556,64.11156110014204,False,Rise,Neutral,Low,Above 200-MA,0.003361126485472187,-0.6840208632814323,0.10123073192413627,2.5722778923143355
2016-02-19,Post-Halving 1 (25 BTC/block),421.4,424.26,416.36,419.98,-1.419999999999959,-0.3369719981015565,7.899999999999977,408.8014285714286,388.985,329.1437,2.4466854691140734,5.483199407088989,-0.3635383716048066,63.15779633919893,False,Flat,Neutral,Low,Above 200-MA,0.0033497821243546498,-0.6840675099351642,-0.10069059493230374,1.8747033697199755
2016-02-20,Post-Halving 1 (25 BTC/block),419.98,442.66,419.49,440.06,20.079999999999984,4.781180056193148,23.170000000000016,415.9385714285714,389.979,329.9225,2.5823818224353348,8.101536115602755,1.3294765258367058,69.96274955150801,False,Rise,Neutral,Medium,Above 200-MA,0.003510200977340677,-0.6834078868316901,0.6602098779481435,5.516929377589412
2016-02-21,Post-Halving 1 (25 BTC/block),440.06,447.61,425.47,437.87,-2.1899999999999977,-0.497659410080443,22.139999999999983,420.5628571428571,391.8196666666666,330.70325,2.22678334240759,9.885913467109448,3.0407639140912543,68.4771883299851,False,Flat,Neutral,Medium,Above 200-MA,0.0034927050964622206,-0.6834798277976567,-0.12457951547699021,5.031132118347494
2016-02-22,Post-Halving 1 (25 BTC/block),437.87,440.18,431.3,437.79,-0.079999999999984,-0.0182702628634033,8.879999999999995,425.8085714285714,393.459,331.5022,2.218914813413209,11.164888161684758,4.665588763609955,68.4200355268106,False,Flat,Neutral,Low,Above 200-MA,0.0034920659775260214,-0.6834824557781486,-0.05331015400791876,2.02799917783817
2016-02-23,Post-Halving 1 (25 BTC/block),437.79,440.76,414.36,419.9,-17.890000000000043,-4.086434135087609,26.399999999999977,427.7342857142857,394.0513333333333,332.21225,2.2882669085347,10.612576162714504,5.854986243430865,56.969208842790216,False,Fall,Neutral,Medium,Above 200-MA,0.0033491430054184497,-0.684070137915656,-0.6581120007082536,6.030288494483651
2016-02-24,Post-Halving 1 (25 BTC/block),419.9,425.17,410.36,422.72,2.82000000000005,0.6715884734460705,14.810000000000002,428.5314285714286,395.05,333.03285000000005,2.2403331240600006,10.283869312664136,6.74076285727752,58.15795705827089,False,Flat,Neutral,Medium,Above 200-MA,0.003371671947919476,-0.6839775016033155,0.049249096500890314,3.5270302452965003
2016-02-25,Post-Halving 1 (25 BTC/block),422.72,427.18,417.51,423.48,0.7599999999999909,0.1797880393641159,9.670000000000016,428.8285714285715,396.17333333333335,333.8309,2.232018898232204,9.969767144531716,7.386563714728359,58.49077318211163,False,Flat,Neutral,Low,Above 200-MA,0.0033777435778133695,-0.6839525357886422,-0.02386541414397482,2.2875662376987167
2016-02-26,Post-Halving 1 (25 BTC/block),423.48,427.58,419.11,427.32,3.839999999999975,0.9067724567866192,8.46999999999997,429.8771428571428,397.25,334.65100000000007,2.2263860176757624,9.916384908592818,7.892527953501251,60.21278958349318,False,Flat,Neutral,Low,Above 200-MA,0.0034084212867509364,-0.6838263927250298,0.08421320116979522,2.0000944554642417
2016-02-27,Post-Halving 1 (25 BTC/block),427.32,434.14,427.3,431.3,3.980000000000018,0.9313863147056112,6.839999999999975,428.6257142857143,398.9703333333333,335.46235,2.084661582049851,10.07904686153421,8.329831735107843,61.97360691379753,False,Flat,Neutral,Low,Above 200-MA,0.003440217453826852,-0.6836956506955563,0.08787247036134994,1.600673967986515
2016-02-28,Post-Halving 1 (25 BTC/block),431.3,435.62,421.22,432.47,1.170000000000016,0.2712728958961317,14.399999999999975,427.8542857142857,400.7096666666667,336.2864,2.0842237165213437,10.184960962995037,8.700857580685282,62.499020021605006,False,Flat,Neutral,Medium,Above 200-MA,0.0034495645682687676,-0.6836572164808618,-0.010264632092531202,3.3387433341061845
2016-02-29,Post-Halving 1 (25 BTC/block),432.47,441.32,429.83,436.21,3.739999999999952,0.8647998705112382,11.490000000000007,427.6285714285714,402.658,337.15025,2.074683649736781,10.450221743763509,9.050730413300927,64.20175826411653,False,Flat,Neutral,Low,Above 200-MA,0.003479443378536085,-0.6835343583928642,0.07797326136219336,2.6568316877471285
2016-03-01,Post-Halving 1 (25 BTC/block),436.21,439.02,428.49,434.04,-2.169999999999959,-0.4974668164416128,10.529999999999973,429.6485714285714,404.798,337.9953,2.025599656695165,10.365850882613358,9.313754507163416,62.43052771425884,False,Flat,Neutral,Low,Above 200-MA,0.003462107277391679,-0.6836056423637077,-0.12455088315241189,2.413974920336529
2016-03-02,Post-Halving 1 (25 BTC/block),434.04,435.91,423.85,425.36,-8.680000000000007,-1.9998156851903064,12.060000000000002,430.0257142857143,406.5706666666666,338.81949999999995,2.078430199164953,9.48919734886192,9.348843075503115,55.799195517711176,False,Fall,Neutral,Low,Above 200-MA,0.0033927628728140534,-0.6838907782470819,-0.34790062980619973,2.778545756151507
